,Product
23396,CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(F)c(F)c2C(=O)c2ccncc2)cc1
23397,CC(=O)c1c[nH]c2cnccc12
23398,Cc1ccn(C(=O)OC(C)(C)C)n1
23399,O=C(O)c1ccc(CN2C(=O)c3ccccc3C2=O)cc1
23400,CC(C)(C)OC(=O)N1CCN(C(C)(C)C=O)CC1
23401,CCOC(=O)c1nc(Cl)nc(Nc2cc(C)[nH]n2)c1[N+](=O)[O-]
23402,O=S(=O)(NCC(F)(F)F)c1ccc(Br)cc1
23403,CN1CCC(C2CCN(C(=O)C(CC(=O)N3CCC(N4Cc5ccccc5NC4=O)CC3)Cc3ccc(Cl)c(C(F)(F)F)c3)CC2)CC1
23404,CCCCOCCOc1ccc(-c2cnc3c(c2)C=C(C(=O)Nc2ccc(CN(C)C4CCOCC4)cc2)CCN3CC(C)C)cc1
23405,Nc1cccc(OCCCc2sc(N3CCc4cccc(C(=O)Nc5nc6ccccc6s5)c4C3)nc2C(=O)O)c1
23406,Fc1ccc(-c2nc(Nc3ccc(OC(F)(F)F)cc3)cc(N3CCOCC3)n2)cc1
23407,CC(C)(C)OC(=O)NCCNc1c(N)c(Cl)nc2ccccc12
23408,OCCOCc1c(Cl)cccc1Cl
23409,O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1nccs1
23410,CCCCCCN(C(C)=O)c1nc(C)no1
23411,COc1cccc(NC(=O)N2CCN(c3nc(-c4ccccc4)ns3)CC2)c1
23412,OCc1cnoc1-c1cccc(Cl)c1
23413,COc1ccc(Nc2nc(C)nc3ccc([N+](=O)[O-])cc23)cc1OC
23414,Cn1ncc2cc(Oc3ncccc3CN)ccc21
23415,CC(C)n1nc(-c2sc(N)nc2-c2ccccc2)ccc1=O
23416,NCc1ccc(C(F)(F)F)nc1OC1CCOCC1
23417,Cc1ccc(CN2CCN(c3ncnc4ccc(-c5ccn(C(c6ccccc6)(c6ccccc6)c6ccccc6)n5)cc34)CC2)cc1
23418,COc1cc(-c2nc(C)c(C(=O)NN)s2)cc(OC)c1OC
23419,C=CCN1[C@H]2CC[C@@H](OCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@]1(c1ccccc1)C[C@H]2C#N
23420,O=S(=O)(NC1CCCC(Nc2cc(I)cc(Cl)n2)C1)C1CC1
23421,C=CCOC(=O)NCc1ccc(C(=O)O)cc1
23422,CCC(CC)NC(=O)c1ccc(-c2cc(C(=O)NC3CC3)cc(F)c2C)[n+]([O-])c1
23423,C=Cc1ccc(C(=O)CC(=O)C(F)(F)F)s1
23424,CS(=O)(=O)Nc1cc2occ(C(=O)Nc3nnn[nH]3)c(=O)c2cc1Oc1ccccc1
23425,NNc1nc2c(s1)CCOc1ccc(Br)cc1-2
23426,CC(C)S(=O)(=O)NCCc1ccc(Br)cc1
23427,COC(=O)[C@@H](NC(=O)c1ccc(-c2ccc(OC)c(F)c2)cc1[N+](=O)[O-])[C@@H](C)OC(C)(C)C
23428,CC(C)(C)OC(=O)N1CCC(Sc2ccc3c(c2)oc(=O)n3C(c2ccccc2)(c2ccccc2)c2ccccc2)C1
23429,CCS(=O)(=O)c1cnc(N2CCN(C(=O)c3cc(S(C)(=O)=O)ccc3OCC(C)(C)C)CC2)s1
23430,CC(=Cc1ccccc1)c1ccc2c(c1)C(C)(C)CCN2C
23431,COc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(C)c3)c2cc1OC(C)=O
23432,CCCCCC(=O)Oc1ccc(C(=O)O)cc1
23433,O=C(Cn1ccnc1)c1ccc(Br)cn1
23434,COc1c(Br)cc(F)c2c1c(C(C)C(=O)O)cn2C
23435,Cc1c(-c2noc(-c3cnc(OC(C)C)c(Cl)c3)n2)ccc2c1CC(C(=O)O)C2
23436,CC(O[Si](C)(C)C(C)(C)C)c1ncc2ccc(/C=C/C(C)(C)C(=O)O)cc2n1
23437,CCOC(=O)c1c(CC(=O)O)[nH]c(C(=O)OC(C)(C)C)c1C
23438,CS(=O)(=O)OCCNc1nonc1-c1noc(=O)n1-c1ccc(F)c(Br)c1
23439,CCCCCCCCCCCCCCCCSCC(COS(C)(=O)=O)OC
23440,N#CC=Cc1cccc(NC(=O)c2cc(Br)ccc2F)c1
23441,O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nc1
23442,COc1ccc(S(=O)(=O)NC(Cc2cccnc2)C(=O)N2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1OC
23443,CC(C)(C)OC(=O)N1CC=C(c2ccc([N+](=O)[O-])cc2)CC1
23444,O=C(OC1CCCCC1)N(c1c2ccccc2nn1-c1ccc(Cl)cc1)C1CCCCC1
23445,CCN1CCC(n2cc(CNc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)nn2)CC1
23446,FC(F)(F)c1cc2c(NCc3ccc4c(c3)OCO4)nc(-n3cccn3)nc2s1
23447,NCc1ccccc1S(=O)(=O)Nc1cc2c(cc1F)COB2O
23448,O=C(Nc1nccs1)C(CC1CCCC1O)c1ccc(Cl)c(Cl)c1
23449,C#Cc1cnc(OC)nc1
23450,CNc1cc(=O)n(C2CC2)c(=O)n1-c1cccc([N+](=O)[O-])c1
23451,CC(C)(C)OC(=O)CNc1cc(C(F)(F)F)c(Br)c(C(F)(F)F)c1
23452,CCCCCNC(=O)[C@@H](N)Cc1cccc(N2CC(=O)N(Cc3ccc(OC)cc3)S2(=O)=O)c1
23453,CCN1CCc2cc(C(=O)Nc3cc(C)n(Cc4cc(Cl)ccc4OCC(C)C)n3)ccc2C1
23454,CC(C)c1nc(CCO)n(Cc2ccccc2N)c1Sc1cc(Cl)cc(Cl)c1
23455,Cc1ccc(N(CCc2ccc(F)cc2)N=C(c2ccccc2)c2ccccc2)cc1
23456,COc1cc2nncc(-c3cnc(N4CCC(C(C)(C)O)CC4)c(C(F)F)c3)c2cc1OC
23457,COc1ccc(CSC(C=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)cc1
23458,C=CC[C@H]1CN(C2CCCC2)c2nc(Nc3ccc(C(=O)NC4CN(C)C4)cc3OC)ncc2N(C)C1=O
23459,O=C(O)CCCCCCn1c(-c2ccccc2)nc(-c2ccccc2)c1-c1ccccc1
23460,COc1ccc([C@@H](C)NCc2ccccn2)cc1
23461,CC(C)(C)OC(=O)NNC(=O)C(CCCCl)c1ccc(F)cc1
23462,CC(=O)OCC(=O)Nc1nc2n(n1)[C@H](c1ccc(C#N)cc1)C(C#N)=C(C)N2c1cccc(C(F)(F)F)c1
23463,CCOc1cc(CCN)c(OCC)cc1N
23464,c1ccc(N2CCNCC2)c(COc2ccncc2)c1
23465,CN1CC(CCN2CCN(c3ccccc3Cl)CC2)OC1=O
23466,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCN4CC5CNCC5C4)cc23)c1
23467,Cc1ccccc1C(CC1(C2CCC(=O)CC2)OCCO1)c1ccc(S(C)(=O)=O)cc1
23468,Nc1ccc(Oc2ccc(I)cc2)cc1
23469,COc1ccc(SCC(OC)OC)cc1
23470,COCCN1Cc2cc(/C=C/C(=O)N(C)Cc3c(C)[nH]c4ccccc34)cnc2NC1=O
23471,CCOC(=O)C=Cc1ccc(Cl)cc1N(CC(=O)c1ccc(Cl)cc1)S(=O)(=O)c1ccc(C)cc1
23472,COc1cc(-c2cn(C3CCCC3)c3ncnc(Cl)c23)ccc1N
23473,C[C@]12CC[C@@H]3[C@H]4CCC(O)C[C@H]4CC[C@H]3[C@@H]1CCC21OCCO1
23474,Cc1csc(Nc2cc(Sc3ccccc3Cl)ccn2)n1
23475,C=C[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C
23476,C[C@](O)(COC(=O)N1CCN(c2ccc(OC(F)(F)F)cc2)CC1)Cn1cc([N+](=O)[O-])nc1Cl
23477,c1ccc2c(c1)CCOC21CCNCC1
23478,Cc1cc(Br)cnc1C1=CCN([C@H]2CCO[C@H]2C)CC1
23479,Cc1cc(Br)cnc1C1=CCN([C@@H]2CCO[C@H]2C)CC1
23480,CCOc1cc(C(=O)O)c(F)cc1I
23481,Cc1cccc(C)[n+]1[O-]
23482,CN(C)CCN(c1cccc([N+](=O)[O-])c1)S(C)(=O)=O
23483,O=C1C(=Cc2cccnc2)N2CCC1CC2
23484,CC[C@H]1CC[C@H]2[C@@H]3[C@H](O)CC4=CC(=O)[C@@H]5O[C@@H]5[C@]4(C)[C@H]3CC[C@]12C
23485,N#CC(C#N)=C1C=C(c2ccccc2)P(=O)(c2ccccc2)C(c2ccccc2)=C1
23486,CN(C)c1nc2cc(N)ccc2s1
23487,COc1cc(CNCCc2ccc(C)cc2)ccc1Oc1ccc(C(N)=O)cn1
23488,O=[N+]([O-])c1cc(C(F)(F)F)ccc1Sc1nc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)[nH]1
23489,O=C(O)c1cnc(-c2ccc(NC(=O)C(F)(F)F)cc2)nc1O
23490,CNc1cnc(C)cc1-c1ccc(F)cc1OC
23491,CCN(CC)C(=O)Nc1cn(C2CCCCO2)nc1-c1nc2cc(F)c(NCCN(C)C)cc2[nH]1
23492,O=C(O)c1cc(C2CC2)c(O[C@@H]2CCCN(C(c3ccc(F)cc3Cl)C(F)(F)F)C2)cc1F
23493,CCc1ccncc1-c1csc(-c2cccc(S(N)(=O)=O)c2)n1
23494,FCc1cccc(C#CCCn2cc3c(Cl)cccc3n2)n1
23495,COc1cc(C(F)(F)F)cc(C(F)(F)F)c1C(=O)N[C@@H]1CCC[C@@H]1N1CCCC1
23496,COc1ccc(CCC2CCCOC2)cc1
23497,CN(C)c1cc(Cl)ccc1C(=O)Nc1ccc(N(CCn2cccn2)C(=O)OC(C)(C)C)nc1
23498,CCOC(=O)c1cnc(N(Cc2ccccc2)Cc2ccccc2)c(N)c1N
23499,COC(=O)COc1ccc(CC(C)N2CCOC(c3ccccc3)C2)cc1
23500,CCOc1ccc2cc(C(O)(c3cn(C(c4ccccc4)(c4ccccc4)c4ccccc4)cn3)C(C)C)ccc2c1
23501,Cc1c(CCC(=O)OC(C)(C)C)cccc1NC(=O)C(c1ccc(CO)cc1)C1CCCC1
23502,Cc1cccc(C)c1CNc1cc(C(=O)N(C)C)nc2c(C)c(C)[nH]c12
23503,Nc1ccc(CN2CCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@H](Cc3ccc(Cl)c(Cl)c3)C2)cc1
23504,O=C(Cc1ccccc1)NC(=S)Nc1ccc(Oc2ncnc3[nH]ccc23)c(F)c1
23505,O=S(=O)(c1ccccc1)c1ccc2c(c1)OCCN2
23506,OCc1cncc(-c2ccc(F)cc2)c1
23507,Cc1ccc(S(=O)(=O)c2sc(C=O)cc2-c2cccnc2F)cn1
23508,Cc1csc2ccc3[nH]c4c(c3c12)CNCC4
23509,Cn1cc(-c2cc(NC(=O)Oc3ccccc3)n(C)n2)cn1
23510,NC(=O)c1cccc(-c2ccc(N3CC[C@H](NS(=O)(=O)c4ccc5cc(Cl)ccc5c4)C3=O)c(F)c2)c1
23511,CCOc1ccc(N)cc1-c1nc2cccnc2c(=O)[nH]1
23512,CNCc1ccc(NC(=O)Cn2cc(Oc3ncnc4cc(OC)c(OC)cc34)cn2)cc1
23513,CCOC(=O)C1CCN(c2ccc([N+](=O)[O-])c(C(=O)N(C)C)c2)CC1
23514,O=C(C[N+]12CCC(CC1)[C@@H](O)C2)Nc1ccon1
23515,Nc1cnc(-c2ccc(-c3ccc(F)cc3F)cc2F)cn1
23516,O=C(c1nnc2c(Cl)cc(C(F)(F)F)cn12)N1C[C@@H]2C[C@H]1CO2
23517,CCOc1ccc(/C=C/C[C@@H](C(=O)OC(C)C)[C@H](O)C(=O)OC(C)C)cc1
23518,Cc1noc(-c2ccccc2)c1C(C)O
23519,CCOP(=O)(OCC)C(CCCCNCc1ccccc1)P(=O)(OCC)OCC
23520,CCOC(=O)C1=C(CBr)NC(c2cscn2)=NC1c1ccc(Cl)cc1Cl
23521,CCCn1c(=O)c2[nH]c(C34CCC(CCC(=O)O)(CC3)CC4)nc2n(CCC)c1=O
23522,CCCCCCCCCCCCCCCC(=O)n1cncn1
23523,CC(C)CS(=O)(=O)NCc1nc(NCC(c2ccccc2)c2ccccc2)c2nc[nH]c2n1
23524,NC(=O)c1ccc(N2CCC(c3nc4c(s3)CCN(C3CCC3)CC4)CC2)cn1
23525,C[C@H]1CN(CCCN(C(=O)Nc2ccc(F)c(Cl)c2)C2COc3ccc(Br)cc3C2)[C@H](C)CN1C(=O)OC(C)(C)C
23526,CC(C)(C)OC(=O)N1CCC(O)(CC(=O)O)CC1
23527,CC(C)(C)OC(=O)NC(c1ccccc1)c1cccc(OCC(=O)OCCCCCC2OCCO2)c1
23528,[O-][n+]1ccccc1C1CCC2(CC1)OCCO2
23529,O=C(O)c1cn(C2CC2)c2cc(N3CCNC(C(F)(F)F)C3)c(F)cc2c1=O
23530,CC(CCCCN)(COC1CCCCO1)c1ccccc1
23531,CS(=O)(=O)c1cccc(C2CCN(CCC3OCCO3)CC2)c1F
23532,CCOC(OCC)c1cc2cncc(-c3cccc(OCc4ccccc4)c3)c2o1
23533,Nc1nccc(-c2sc(C3CCC3)nc2-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2Cl)n1
23534,Cc1ccc(COc2cccc(-c3c(C(=O)c4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)cc1
23535,O=C1c2ccccc2C(=O)N1Cc1cc2cc(Cl)cc(Br)c2o1
23536,O=C(Nc1ccc(F)cc1)N1CCN(c2nc(-c3ccccc3)ns2)CC1
23537,COC(=O)c1ccccc1CSc1ccc(C)cc1NS(=O)(=O)c1cc2ccccc2s1
23538,Oc1ccc2c(C(O)c3ccc(OCCN4CCCCCC4)cc3)c(-c3c(F)cc(F)cc3F)ccc2c1
23539,CCC1(CC2Cc3c(cccc3-c3ccc(C(C)(C)C)cc3)C2=O)CCCCC1
23540,CCOc1c(C#N)cnc2ccc(I)cc12
23541,CCCCCCCCOc1ccc(-c2ccc(C=C(C#N)C(=O)O)s2)cc1
23542,COC(=O)CCc1cccc(CN(Cc2ccc3c(c2)OCO3)S(=O)(=O)c2ccc(F)cc2)c1
23543,C[SiH](C)OC(C#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1)C(C)(C)C
23544,Nc1ncc(-c2cnn(C3CCOC3)c2)cn1
23545,CN1C(=O)OCc2cc(N3C[C@H](CN=[N+]=[N-])OC3=O)ccc21
23546,O=S(=O)(Nc1nccs1)c1ccc(I)cc1
23547,COC(=O)c1csc(NC(=O)[C@H](Cc2ccccc2)N2C(=O)NC(c3ccc4c(c3)ncn4C)C2=O)n1
23548,CC1C(=O)Nc2ccc(CCCl)cc2C1C
23549,COc1ccc(CC2c3cc(O)c(OC)cc3CCN2CC2CC2)cc1O
23550,O=C1SC(Cc2ccc(OCc3cn4ccccc4n3)cc2)C(=O)N1C(c1ccccc1)(c1ccccc1)c1ccccc1
23551,COC(=O)/C=C/c1cnc2c(N3CCN(C(=O)OC(C)(C)C)CC3)cccc2c1
23552,Fc1cccc(CN2CCc3ccc(Br)cc32)c1
23553,C=C[C@H]1CN(C(=O)c2cc(-c3ccc(F)cc3)on2)[C@@H](CC(C)C)C(=O)N1
23554,CC(C)(C)OC(=O)N1CCN(c2cc3ccccc3c(C(=O)c3cccnc3N)n2)CC1
23555,O=C(NN1CCOCC1)c1cnc(OCC(F)(F)F)c(C2CCCCC2)c1
23556,CN(C)CCCOc1cc2[nH]c(-c3nn(C4CCCCO4)cc3N)nc2cc1F
23557,N#Cc1ccc2ncc(-c3nccc(N[C@@H]4CCCNC4)n3)n2c1
23558,CC(Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1)C(=O)OCCSCc1ccccc1
23559,CC(=O)OCCc1ccc(OCC(C)NCC(O)c2cccc(Cl)c2)cc1
23560,COCCNC(=O)C1c2ccccc2C(=O)N(C(C(=O)O)c2ccc(Cl)cc2)C1c1ccc(Cl)cc1
23561,COC(=O)[C@H](c1ccccc1)N(Cc1ccc(OC)cc1)Cc1ccc(OC)cc1
23562,O=C1COCCN1c1ccc(N2C[C@@H](CN(Cc3ccccc3)Cc3ccccc3)OC2=O)cc1
23563,Cc1ccc2c(Nc3cc(Br)ccc3Sc3ccccc3)ccnc2n1
23564,COCCOCOc1c(C(C)(C)C)cc(C=O)cc1C(C)(C)C
23565,N#Cc1cnc(N)nc1Cl
23566,CCOC(=O)CCCc1ccc(-c2ccc(-c3onc(C)c3NC(=O)OC(C)c3ccccc3Cl)cc2)cc1
23567,CCOC(=O)c1ccccc1Nc1ccccc1O
23568,CC1(C)C(=O)C(C(=O)NCC(=O)O)=C(O)c2ccc(-c3ccccc3)cc21
23569,COCc1cc(C(N)C(=O)O)ccc1O
23570,COc1nn(C)c(=O)n1-c1ccsc1CO
23571,COc1cc(C(=O)NN)ccn1
23572,CCOc1ccccc1C1(NC(=O)Oc2ccccc2)C(=O)Nc2ccc(OC)cc21
23573,CC(=O)CCc1ccc2[nH]cc(C[C@H]3CCCN3CCC(=O)N(C)C)c2c1
23574,O=C(COc1cccc2ccccc12)NCC(O)CN1CCc2ccccc2C1
23575,COCCOc1cccc(Oc2ccc([N+](=O)[O-])cc2C)c1
23576,Cc1ccc(-c2cc(C(=O)N[C@@H](C)CO)cc(-c3cc(C)ccc3C#N)c2)nc1
23577,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(NC3CCCCC3)nncc2c1
23578,CN1CCc2cc(Cl)c(OC(=O)N(C)C)cc2[C@H](c2ccccc2)C1
23579,O=C(Nc1ccc(N2CCN(C(=O)Cc3nnn[nH]3)CC2)cc1)c1nc(-c2ccccc2)oc1C(F)(F)F
23580,Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccc2F)cc1C(=O)O
23581,CC(c1cc(-c2ccc(C(F)(F)F)cc2C(F)(F)F)no1)n1cc2nc(-c3cccc(F)c3F)nc-2cn1
23582,CC(C)(C)OC(=O)N1CCC(c2nc3cc(-c4ccc(C(N)=O)c(Cl)c4)ccc3o2)CC1
23583,COCCCCNc1c(N)cccc1F
23584,CCOC(=O)C(C)(C)c1ccc(OC)c(-c2ccc(C(F)(F)F)cc2CN(CC)C(=O)OCc2ccccc2)c1
23585,O=C(O)c1nc(-c2ccccc2)oc1Cl
23586,CN1CCC(=O)C(=C2SC=CS2)C1=O
23587,C[C@H](c1cccc2ccccc12)N(CC1CN(C(=O)Nc2ccccc2)CC1c1ccccc1)C(=O)OC(C)(C)C
23588,COc1ccc(C(=O)N2CC3CN(c4ncc(F)c(C)n4)CC3C2)c(-n2nccn2)c1
23589,CC(C)(O)c1cccc(Nc2sc(-c3ccccc3F)cc2C(N)=O)n1
23590,NCCNCCNc1nc(Nc2ccc(C(=O)O)cc2)nc(OCC(F)(F)F)n1
23591,CS(=O)(=O)Nc1ccc(C(CC2CCCC2)C(=O)Nc2nccs2)cc1
23592,CC=CCNc1ccc(Cl)c(C(C)C)c1
23593,OCCC[C@@H]1CC[C@@H](c2cccc(F)c2F)CC1
23594,O=C(Nc1ccccc1-c1ccccc1)OC1CCN(CCCCCCCCCNC(=O)c2cc(Cl)c(O)c(Cl)c2)CC1
23595,COc1nc2cc(Cl)ccc2nc1N1CCN(C)CC1
23596,COCCn1c(-c2ccsc2)ncc(C(=O)O)c1=O
23597,C=CCOc1ccc([C@H]2[C@H](O[Si](C(C)C)(C(C)C)C(C)C)CN(C(=O)OCc3ccccc3)C[C@@H]2OCc2ccc3c(c2)N(CCCOC)C(=O)CO3)cc1
23598,CC(C)(C)OC(=O)N1CCC2(CC1)CNCC(F)(F)O2
23599,CCCCCCCCCCCCCCCCCCOC(COC(c1ccccc1)(c1ccccc1)c1ccccc1)COS(=O)(=O)c1ccc(C)cc1
23600,O=C(OCc1ccccc1)N(CCC(=O)N(CCN(CCc1ccc(OCc2ccccc2)c([N+](=O)[O-])c1)C(=O)OCc1ccccc1)C1CCCCC1)CCc1ccccc1
23601,COC(=O)C(C)(C)NC(=O)c1ccc2c(C3CCCCC3)c3n(c2c1)CCOc1cc(OC)ccc1-3
23602,CCCCNc1cc(N2CC[C@@H](NC(=O)OC(C)(C)C)C2)ccn1
23603,C[C@H](C[C@@H](Cc1ccc(-c2cccc(Cl)c2)cc1)NC(=O)c1noc(=O)[nH]1)C(=O)O
23604,CC(NC(=O)OC(C)(C)C)C(=O)Nc1cc2ccccc2c(Br)n1
23605,CC(C)(C)OC(=O)N1CCC(Sc2cn(CC3CC3)c(=O)c3ccc(Br)cc23)CC1
23606,Cc1ncsc1N1CCN(C(=O)OC(C)(C)C)CC1
23607,CCN(Cc1ccc(OC)cc1-c1cc(CC(=O)OC)ccc1OC)C(=O)NCc1ccccc1
23608,CCOC(=O)c1cn2c(cc1=O)-c1cc(OC)c(OCCn3ccnc3)cc1CC2CC
23609,Fc1cc(F)c(F)c(-n2cnc(I)c2)c1
23610,COc1ccc(COC(=O)[C@@H]2C[C@@H](O)CN2C(=O)OCc2ccc([N+](=O)[O-])cc2)cc1
23611,CCc1nn2ccc3c(c2c1C(C)CNC(C)=O)CCO3
23612,O=C(N=c1ccccn1Cc1ccc(F)nc1)C(F)F
23613,CCOC(=O)CNC(=O)c1ccc(S(=O)(=O)Nc2ccccc2Oc2ccc(Br)cc2Cl)cc1
23614,O=[N+]([O-])c1ccc(Cl)cc1N1CCCC(F)C1
23615,Cc1c(Nc2c(C#N)cncc2-c2ccc(OCCCl)cc2)cc(Cl)c2[nH]ccc12
23616,Cc1ccc2c(c1)C(C(=O)Nc1c(C(C)C)cccc1C(C)C)c1ccccc1CO2
23617,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N3CCCC3=O)c(Br)cc12
23618,CCOC[C@]1(C(=O)N2CCN(c3cc(C(F)(F)F)ccn3)CC2)CC[C@@H](N[C@@H]2CCOCC2C)C1
23619,COc1cc2cc(-c3ccccc3)n(Cc3ccc(C#N)o3)c2cc1Cl
23620,CC(Cl)OC(=O)NCC(=O)OCc1ccccc1
23621,Cc1cccnc1-c1ccc(Br)cc1
23622,CC(=O)NNc1nc(O)nc(-c2ccc(Cl)cc2)n1
23623,C[Si](C)(C)CCOCn1cc(-c2ccncc2)c2c(Oc3ccc([N+](=O)[O-])cc3F)ccnc21
23624,COc1cc2ncn(CCBr)c(=O)c2cc1OC
23625,C[C@@H]1CCCN1CCc1ccc(-c2ccc(C(=O)O)c(S(C)(=O)=O)c2)cc1
23626,COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCN(C(=O)OC(C)(C)C)CC1
23627,CCOC(=O)C(CN1C(=O)c2cccc(F)c2C1=O)C(C)=O
23628,COc1cc2[nH]ncc2cc1Nc1ncnc2sc3c(c12)CCC(C(=O)N1CCC(C)(C)C1)C3
23629,CNc1cc(Oc2cccc(C(F)(F)F)c2)nc(C(=O)NC(C)C)c1
23630,COc1cc(CC#N)ccc1OCCCCCCCCCCCO
23631,COC(=O)c1ccc([N+](=O)[O-])c(NC[C@@H]2CCN(C(=O)OC(C)(C)C)C2)c1
23632,Cc1cc(C[C@@H](OC(=O)N2CCC(N3CCc4ccccc4NC3=O)CC2)C(=O)N2CCN(c3ccc(F)cc3)CC2)cc2oc(=O)[nH]c12
23633,CC1(C)CC(c2cc(-c3ccccn3)ccc2N2CCNCC2)CC(C)(C)C1
23634,CC(Cl)CCC(=O)NN=C(c1ccccc1)c1ccccc1
23635,CNCCNc1cc(Oc2ccc3c(C(=O)NCCN4CCOCC4)cccc3c2)ncn1
23636,C[C@H]1CN(Cc2ccc(N(C)C(=O)c3ccc(-c4ccccn4)cc3)cc2)CCN1C(=O)OC(C)(C)C
23637,Nc1nc(Cl)c2ncn(CCC(F)CO)c2n1
23638,Cc1ccc(S(=O)(=O)NC(=O)N2C(=O)C(C)N2C(c2ccccc2)c2ccccc2)cc1
23639,C=Cc1cccc2c1CN(C(=O)O[C@@H]1C[C@@H](C(=O)OC)N(C(=O)OC(C)(C)C)C1)CC2
23640,Cc1ccc(CSc2nc3cc4c(cc3[nH]2)CCC4)nc1
23641,CCC(O)(CC)C1NC(=O)CC(c2cccc(Cl)c2)C12C(=O)Nc1cc(Cl)ccc12
23642,C[C@H](Nc1ncnc(N)c1-c1ncn(C)n1)c1nc2cccc(Cl)c2c(=O)n1C1CC1
23643,CC(C)CNc1cc(N2CCN(C)CC2)ccn1
23644,CC(C)(C)OC(=O)Nc1ccc(C2=C(c3ccc(C(C)(C)C)cc3)C(=O)CC2)cc1
23645,O=C1COc2cc(NC(=O)C3CCN(c4cccc(C(F)(F)F)c4)CC3)ccc2N1
23646,CCOC(=O)/C=C/c1cnc(NCCN)c(Cl)c1
23647,CCCC(C(=O)OC)c1c(C)nc(N2CCCCC2)nc1-c1cccc2ncccc12
23648,CCCNCc1cc(Oc2cccc(NC(=O)OCc3ccccc3)c2)ccc1[N+](=O)[O-]
23649,O=C(O)c1cc2cc(N3CCN(C4CCCC4)CC3)ncc2[nH]1
23650,CC(C)(C)OC(=O)N[C@@H](COCc1ccccc1)C(=O)O
23651,C=CC[C@@]1(C)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CC)CO)C1=O
23652,O=C(NCc1cccc(Cl)c1)c1c[nH]c2ccccc12
23653,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(NC(=O)CCCl)c1
23654,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1
23655,CC(C)(C)OC(=O)N(CCO)CC(O)Cc1ccccc1
23656,C[Si](C)(C)CCOCn1cnc2c(S(=O)(=O)c3ccc4cc(-c5ccc(F)cc5)ccc4c3)cccc21
23657,CC(C)c1ccc2c(Nc3cc(C(=O)NC(C)c4cccnc4)ccc3Sc3ccc(NC(=O)OC(C)(C)C)cc3)ncnc2n1
23658,CCC(CC)Oc1ccc(C(=O)OC)c(O)c1
23659,O=C(O)CC(NS(=O)(=O)c1cccc(-c2cccc(Nc3nccs3)c2)c1)c1ccccc1
23660,CCc1cc(-c2ccc(C(=O)N3CCN(Cc4ccccc4)CC3)s2)c(C)[nH]c1=O
23661,O=C(Nc1c(F)cccc1F)c1ccn(Cc2ccccc2Br)n1
23662,CC(C)(C)C(=O)O[C@@H]1CNCC=C1c1ccc(F)cc1
23663,CC(C)(C)OC(=O)NCCc1ccc(N)cc1
23664,O=c1[nH]nc(Cl)c2cc(NCc3cccnc3)ccc12
23665,C[Si](C)(C)CCOCn1cc(C#N)c(=O)c2cc(N)c(NCCN3CCOCC3)cc21
23666,CCOC(=O)C(C#N)=Cc1ccc(NC(C)=O)cc1
23667,CCCCC1(N(C)C)CCC(=O)CC1
23668,CC1CCCN1c1cccc(Nc2cc(-c3ccccc3)nn3ccnc23)n1
23669,CN1CCc2c(n(CC(=O)Nc3ccc(F)cc3)c3cccc(Cl)c23)C1
23670,CCOC(=O)c1ccc2c(n1)CCCC2N(CCc1cc(F)ccc1OCc1ccc(-c2nc3cc(Cl)ccc3o2)cc1)C(=O)OC(C)(C)C
23671,O=C(O)c1ccccc1Nc1nccc(-c2ccc3ccccc3c2)n1
23672,O=C(NCc1nc(C(F)(F)F)no1)c1cnc(OCC2CCOC2)c(-c2ccc(Cl)cc2)c1
23673,CCCCN(CCCC)c1ccc(N)cc1F
23674,C#Cc1ccc(NCCN2CCOCC2)nc1
23675,Cc1ccc(NC(=O)[C@@H](O)COCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)nc1
23676,C[C@H]1CN(Cc2ccc(N)cc2)CCN1C(=O)OC(C)(C)C
